2509292;39.52337;-3.84836
2509293;37.34218;-2.03985
2509294;37.79887;-1.70456
2509295;38.21784;-2.45368
2509296;36.66667;-5.9
2509297;39.23333;-1.38333
2509298;39.01019;-5.78008
2509299;38.56667;-5.31667
2509300;37.54285;-2.84197
2509301;37.25663;-3.80453
2509302;37.54332;-4.31531
2509303;37.85;-6.31667
2509304;37.83333;-6.33333
2509305;37.11906;-3.584
2509306;37.48229;-2.7576
2509307;36.69351;-6.16685
2509308;38.72544;-7.04133
2509309;39.62249;-2.66227
2509310;39.63333;-1.75
2509311;39.28522;-5.69973
2509312;38.69575;-2.39994
2509313;37.48343;-4.68941
2509314;38.09094;-3.83645
2509315;38.21632;-4.20247
2509316;38.01106;-0.9967
2509317;37.00531;-2.81246
2509318;39.02022;-5.33724
2509319;39.81667;-5.13333
2509320;36.13974;-5.83638
2509321;38.41413;-6.87445
2509322;37.18281;-2.33
2509323;36.60321;-5.55551
2509324;37.10833;-2.64609
2509325;39.87692;-6.86211
2509326;37.59539;-3.89015
2509327;37.87852;-1.7073
2509328;39.25756;-6.03248
2509329;38.81814;-6.21756
2509330;38.80711;-5.15682
2509331;39.21401;-5.23909
2509332;37.92632;-2.23224
2509333;38.38333;-0.55
2509334;36.94193;-2.75576
2509335;37.69504;-5.05987
2509336;38.15;-5.51667
2509337;28.23561;-16.4644
2509338;37.03583;-5.80056
2509339;39.10883;-1.05628
2509340;39.1;-1.08333
2509341;39.09175;-1.07532
2509342;37.84405;-1.87626
2509343;38.0097;-1.11106
2509344;39.34055;-6.79649
2509345;38.99881;-6.93179
2509346;37.4;-4.61667
2509347;38.5468;-2.5031
2509348;37.43333;-4.61667
2509349;38.79507;-5.38028
2509350;28.5311;-16.13512
2509352;39.08323;-6.01407
2509353;36.79436;-5.66105
2509354;39.16548;-6.63519
2509355;36.91667;-6.08333
2509356;39.30642;-3.31055
2509357;37.26044;-4.28469
2509358;37.52593;-4.16485
2509359;28.45703;-16.36204
2509360;28.5139;-17.87591
2509361;37.6154;-3.37057
2509362;38.01635;-4.74568
2509363;37.38457;-4.3865
2509364;37.68012;-6.65977
2509365;38.65131;-5.66063
2509366;37.06457;-2.70025
2509367;37.80115;-5.99891
2509368;38.33135;-6.95533
2509369;36.1369;-5.84591
2509370;36.12192;-5.84145
2509371;36.84055;-5.39128
2509372;37.50024;-4.19909
2509373;37.48725;-4.2421
2509374;37.25561;-4.16905
2509375;39.89203;-2.55786
2509376;39.88126;-2.54041
2509377;38.42539;-6.41734
2509378;38.41667;-0.86667
2509379;36.97554;-4.14442
2509380;36.78607;-5.42555
2509381;38.22854;-2.1696
2509382;36.73252;-4.92122
2509383;38.86177;1.32361
2509384;38.84466;-3.67007
2509385;38.2352;-2.32702
2509386;38.36852;-2.31756
2509387;36.36695;-5.79904
2509388;36.46667;-6.05
2509389;39.90199;-3.62517
2509390;39.76667;-1.71667
2509391;38.95554;-6.01268
2509392;37.06667;-4.91667
2509393;38.04028;-4.24972
2509394;37.37286;-4.75143
2509395;39.41697;-3.28337
2509396;37.0571;-3.38267
2509397;36.98103;-3.119
2509398;37.26489;-3.5503
2509399;38.34374;-3.23341
2509400;39.58112;-4.40719
2509401;37.01105;-4.42327
2509402;38.61365;-1.11468
2509403;38.07406;-1.44132
2509404;39.57821;-3.91744
2509405;29.1913;-13.48115
2509406;39.38333;-0.8
2509407;36.95778;-3.13677
2509408;28.95678;-13.76535
2509409;28.08195;-17.33339
2509410;28.49127;-17.87261
2509411;29.06616;-13.76915
2509412;28.93333;-13.83333
2509413;36.9;-5.93333
2509414;37.23149;-3.55382
2509415;39.93333;-1.05
2509416;37.46667;-4.03333
2509417;37.5;-2.71667
2509418;37.4;-4.83333
2509419;38.7726;-2.57449
2509420;39.91667;-0.6
2509421;37.06667;-4.33333
2509422;39.95441;-0.08725
2509423;28.34012;-16.36681
2509424;37.61196;-0.95779
2509425;38.16389;-2.4773
2509426;38.15969;-1.44677
2509427;28.32148;-16.41849
2509428;38.36595;-0.46288
2509429;37.9;-4.8
2509430;36.58586;-6.26794
2509431;37.88333;-1.36667
2509432;38.30819;-3.65645
2509433;37.90376;-4.14677
2509434;37.78333;-3.61667
2509435;37.68333;-6.6
2509436;28.43011;-16.28656
2509437;38.52208;-3.56348
2509438;27.96664;-15.75894
2509439;28.51434;-13.89902
2509440;39.48289;3.29183
2509441;38.18137;-4.04036
2509442;39.95741;-0.12394
2509443;37.78111;-2.59664
2509444;39.04535;-1.03985
2509445;39.42508;-4.99645
2509446;37.5735;-1.5091
2509447;40.00987;-6.30692
2509448;39.98333;-6.3
2509449;37.17819;-4.21352
2509450;39.33333;-1
2509451;36.86307;-4.14124
2509452;28.59085;-17.80041
2509453;28.52784;-16.21246
2509454;38.579;-5.18459
2509455;28.04629;-14.32831
2509456;38.11018;-0.65231
2509457;39.53333;-0.36667
2509458;37.63153;-1.31951
2509459;38.23333;-5.4
2509460;39.73333;-1.6
2509461;39.76667;-1.58333
2509462;39.75;-1.58333
2509463;38.6373;-0.86568
2509464;38.60511;-1.58254
2509465;39.85;-0.18333
2509466;38.08333;-5.01667
2509467;39.77099;-2.26552
2509468;37.58919;-5.87443
2509469;38.45525;-2.51782
2509470;38.79816;-2.3709
2509471;28.63262;-13.90407
2509472;39.12646;-1.45712
2509473;39.33333;-1.3
2509474;39.83333;-0.43333
2509475;39.90187;-3.32386
2509476;39.90434;-2.7247
2509477;39.87582;-3.7311
2509478;39.94661;-3.85046
2509479;39.96185;-3.88291
2509480;39.23785;-3.42333
2509481;39.21386;-4.79227
2509482;39.43333;-1.56667
2509483;39.25569;-4.73177
2509484;39.45;-1.65
2509485;39.94511;-2.89431
2509486;39.98555;-3.36898
2509487;39.22085;-3.60802
2509488;37.85;-4.9
2509489;38.50258;-2.64919
2509490;38.48333;-2.6
2509491;39.26992;-2.60119
2509492;39.84746;-6.02949
2509493;38.72572;-7.21533
2509494;37.38849;-6.60641
2509495;37.25086;-1.76876
2509496;39.53333;-1.43333
2509497;37.94042;-3.72949
2509498;37.66042;-6.43447
2509499;39.84109;-2.50427
2509500;39.08302;-5.03014
2509501;37.90074;-1.06893
2509502;38.4325;-2.03548
2509503;39.9766;-2.38885
2509504;37.46205;-3.63847
2509505;39.87231;-2.44145
2509506;39.76913;-4.57314
2509507;39.78809;-2.6968
2509508;38.59444;-2.02364
2509509;39.9383;-0.10087
2509510;37.83735;-4.00051
2509511;39.21667;-1.25
2509512;39.63333;-1.08333
2509513;39.07651;-5.81074
2509514;39.6;-1.06667
2509515;39.95;-2.06667
2509516;39.1331;-6.84762
2509517;38.8501;-3.96405
2509518;39.70631;-5.19583
2509519;39.86667;-1.63333
2509520;39.73333;-0.81667
2509521;39.96551;-2.53629
2509522;39.63725;-2.52155
2509523;37.85823;-3.80601
2509524;38.90059;-1.52823
2509525;39.47078;-2.34383
2509526;39.7786;-2.56428
2509527;37.44641;-6.24566
2509528;38.45;-4.98333
2509529;37.64292;-6.78577
2509530;38.90636;-1.49027
2509531;39.73333;-0.8
2509532;38.2974;-4.04409
2509533;38.23563;-4.37384
2509534;37.171;-6.67032
2509535;37.62868;-5.04638
2509536;39.61391;-4.34872
2509537;38.575;-2.63384
2509538;37.18276;-4.33383
2509539;37.04955;-5.1754
2509540;38.62173;-3.90903
2509541;38.13572;-1.32455
2509542;37.21454;-4.01404
2509543;37.02832;-4.33891
2509544;36.99679;-4.36535
2509545;37.65502;-5.71369
2509546;37.6269;-5.68972
2509547;38.2;-5.15
2509548;37.52765;-5.15865
2509549;37.4994;-7.29118
2509550;38.376;-7.16753
2509551;38.38333;-5
2509552;37.55719;-3.08868
2509553;38.97655;-5.7974
2509554;37.62783;-7.02359
2509555;38.16842;-3.00742
2509556;37.39623;-6.14077
2509557;38.00432;-3.91603
2509558;39.43333;-1.93333
2509559;38.54548;-2.74914
2509560;38.69463;-2.69637
2509561;36.93027;-4.53041
2509562;38.32277;-4.62873
2509563;36.95363;-4.44179
2509564;39.07741;-0.51167
2509565;39.72347;-3.65743
2509566;37.1835;-4.45032
2509567;39.67321;-3.01445
2509568;39.71667;-1.15
2509569;39.81784;-3.73461
2509570;39.71197;-3.87055
2509571;39.96482;-4.12627
2509572;39.24568;-5.87307
2509573;39.73072;-2.92357
2509574;38.78763;-4.13774
2509575;36.85979;-5.64485
2509576;39.56916;-0.62453
2509577;37.24481;-6.30665
2509578;38.54636;-2.99729
2509579;39.96667;-0.4
2509580;39.36667;-1.58333
2509581;36.69644;-5.38601
2509582;39.46667;-1.63333
2509583;38.88566;-0.20795
2509584;37.73307;-5.13839
